DATE 	28	91	182	364	728	1092	1820	3640
20190928	0.470162	0.335449	0.276335	0.2075	0.252975	0.280525	0.281975	0.274597
20190927	0.494358	0.352616	0.291328	0.22	0.265525	0.2815	0.299	0.324932
20190926	0.494324	0.35259	0.291314	0.22	0.265525	0.2815	0.299	0.324926
20190925	0.494204	0.352499	0.291261	0.22	0.265525	0.2815	0.299	0.325039
20190924	0.512745	0.364883	0.304055	0.2346	0.289125	0.2925	0.299	0.334851
20190921	0.512062	0.364353	0.303737	0.2346	0.2895	0.2925	0.299	0.335598
20190920	0.606665	0.434569	0.355439	0.26	0.2885	0.2925	0.299	0.318479
20190919	0.610367	0.437315	0.357463	0.261	0.2885	0.2925	0.299	0.317867
20190918	0.610414	0.437351	0.357483	0.261	0.2885	0.2925	0.299	0.317799
20190917	0.615614	0.441393	0.359911	0.261	0.2855	0.2925	0.299	0.312052
20190914	0.615687	0.441449	0.359943	0.261	0.2855	0.2925	0.299	0.311976
20190913	0.612113	0.438799	0.357975	0.26	0.2855	0.2925	0.299	0.312679
20190912	0.560394	0.401451	0.327981	0.2394	0.2671	0.277	0.2889	0.305982
20190911	0.557665	0.399382	0.326792	0.2394	0.2671	0.2723	0.2889	0.317475
20190910	0.54955	0.393157	0.322934	0.239	0.27	0.27	0.30655	0.365577
20190907	0.486346	0.34854	0.283961	0.206	0.231	0.25	0.264	0.269424
20190906	0.486351	0.348544	0.283963	0.206	0.231	0.25	0.264	0.269594
20190905	0.477006	0.341458	0.279892	0.206	0.231	0.233	0.264	0.3105
20190904	0.475176	0.3401	0.278889	0.2055	0.231	0.233	0.264	0.310774
20190903	0.47316	0.338602	0.277805	0.205	0.231	0.233	0.264	0.310786
20190831	0.474077	0.339314	0.278232	0.205	0.2305	0.233	0.264	0.309152
20190830	0.470416	0.336599	0.276226	0.204	0.2305	0.233	0.264	0.310308
20190829	0.471311	0.337294	0.276643	0.204	0.23	0.233	0.264	0.309833
20190828	0.460327	0.329149	0.270626	0.201	0.23	0.233	0.2635	0.310372
20190827	0.460442	0.329236	0.270676	0.201	0.23	0.233	0.2635	0.309915
20190824	0.460416	0.329218	0.270654	0.200975	0.23	0.233	0.26	0.303123
20190823	0.429093	0.306301	0.252782	0.190025	0.225	0.233	0.261	0.302639
20190822	0.428928	0.306176	0.25271	0.190025	0.225	0.233	0.261	0.302028
20190821	0.428651	0.305966	0.252589	0.190025	0.225	0.2325	0.260925	0.303584
20190820	0.42619	0.3041	0.251517	0.190025	0.225	0.228	0.260925	0.314754
20190817	0.426375	0.304241	0.251598	0.190025	0.225	0.228	0.2375	0.265769
20190816	0.426342	0.304215	0.251583	0.190025	0.225	0.228	0.2375	0.265602
20190815	0.426341	0.304215	0.251583	0.190025	0.225	0.228	0.2375	0.265724
20190814	0.428138	0.305611	0.252421	0.190025	0.223975	0.22795	0.2375	0.263727
20190813	0.400767	0.285711	0.236929	0.1803	0.2161	0.2178	0.2377	0.279891
20190810	0.365266	0.259633	0.216812	0.1685	0.2125	0.22	0.243	0.285072
